,Text,Text_tok,Gold_iob
13056,"Field Ecology Focus of Study interactions of organisms with each other and their environment Botany Zoology plants animals Microbiology microorganisms such as bacteria Entomology insects Cell biology cells of living things Physiology tissues and organs and how they function genes, traits, and inheritance Genetics Epidemiology Paleontology causes of diseases and how they spread fossils and evolution Learn about a Career in this Field  Each field of life science has its own specific body of knowledge and relevant theories.","['Field', 'Ecology', 'Focus', 'of', 'Study', 'interactions', 'of', 'organisms', 'with', 'each', 'other', 'and', 'their', 'environment', 'Botany', 'Zoology', 'plants', 'animals', 'Microbiology', 'microorganisms', 'such', 'as', 'bacteria', 'Entomology', 'insects', 'Cell', 'biology', 'cells', 'of', 'living', 'things', 'Physiology', 'tissues', 'and', 'organs', 'and', 'how', 'they', 'function', 'genes', ',', 'traits', ',', 'and', 'inheritance', 'Genetics', 'Epidemiology', 'Paleontology', 'causes', 'of', 'diseases', 'and', 'how', 'they', 'spread', 'fossils', 'and', 'evolution', 'Learn', 'about', 'a', 'Career', 'in', 'this', 'Field', 'Each', 'field', 'of', 'life', 'science', 'has', 'its', 'own', 'specific', 'body', 'of', 'knowledge', 'and', 'relevant', 'theories', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16407,"The shoulders broaden, and the voice becomes deeper.","['The', 'shoulders', 'broaden', ',', 'and', 'the', 'voice', 'becomes', 'deeper', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
18594,"Even though the Equator and poles have very different climates, these regions would have more extremely different climates if ocean currents did not transfer heat from the equatorial regions to the higher latitudes.","['Even', 'though', 'the', 'Equator', 'and', 'poles', 'have', 'very', 'different', 'climates', ',', 'these', 'regions', 'would', 'have', 'more', 'extremely', 'different', 'climates', 'if', 'ocean', 'currents', 'did', 'not', 'transfer', 'heat', 'from', 'the', 'equatorial', 'regions', 'to', 'the', 'higher', 'latitudes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
7414,"Since T is dominant to t, plants that are Tt will be tall because the dominant factor masks the recessive factor.","['Since', 'T', 'is', 'dominant', 'to', 't', ',', 'plants', 'that', 'are', 'Tt', 'will', 'be', 'tall', 'because', 'the', 'dominant', 'factor', 'masks', 'the', 'recessive', 'factor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3558,"In the spring and summer, these storms may be thunderstorms and tornadoes.","['In', 'the', 'spring', 'and', 'summer', ',', 'these', 'storms', 'may', 'be', 'thunderstorms', 'and', 'tornadoes', '.']","['B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16584,Different isotopes are used to date materials of different ages.,"['Different', 'isotopes', 'are', 'used', 'to', 'date', 'materials', 'of', 'different', 'ages', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
21370,"Rocks formed from volcanoes, oceans, rivers, and many other features are deciphered by looking at the geological work those features do today.","['Rocks', 'formed', 'from', 'volcanoes', ',', 'oceans', ',', 'rivers', ',', 'and', 'many', 'other', 'features', 'are', 'deciphered', 'by', 'looking', 'at', 'the', 'geological', 'work', 'those', 'features', 'do', 'today', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5516,A: Carbon can form four covalent bonds.,"['A', ':', 'Carbon', 'can', 'form', 'four', 'covalent', 'bonds', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
15413,They include all the organisms that live there as well as the remains of dead organisms.,"['They', 'include', 'all', 'the', 'organisms', 'that', 'live', 'there', 'as', 'well', 'as', 'the', 'remains', 'of', 'dead', 'organisms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
21040,Water changes from a liquid to a gas by evaporation to become water vapor.,"['Water', 'changes', 'from', 'a', 'liquid', 'to', 'a', 'gas', 'by', 'evaporation', 'to', 'become', 'water', 'vapor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
2941,All chemical reactions involve energy.,"['All', 'chemical', 'reactions', 'involve', 'energy', '.']","['B', 'I', 'I', 'I', 'I', 'O']"
26083,"To use the equation, force is expressed in Newtons (N), and distance is expressed in meters (m).","['To', 'use', 'the', 'equation', ',', 'force', 'is', 'expressed', 'in', 'Newtons', '(', 'N', ')', ',', 'and', 'distance', 'is', 'expressed', 'in', 'meters', '(', 'm', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1979,Normal faults can be huge.,"['Normal', 'faults', 'can', 'be', 'huge', '.']","['B', 'I', 'O', 'O', 'O', 'O']"
21794,Tiny muscles control the shape of the lens to focus images of close or distant objects.,"['Tiny', 'muscles', 'control', 'the', 'shape', 'of', 'the', 'lens', 'to', 'focus', 'images', 'of', 'close', 'or', 'distant', 'objects', '.']","['B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26224,"A common sign of nearsightedness is difficulty seeing distant objects like a movie screen or the TV, or the whiteboard or chalkboard in school.","['A', 'common', 'sign', 'of', 'nearsightedness', 'is', 'difficulty', 'seeing', 'distant', 'objects', 'like', 'a', 'movie', 'screen', 'or', 'the', 'TV', ',', 'or', 'the', 'whiteboard', 'or', 'chalkboard', 'in', 'school', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1334,The force is exerted over a distance and includes forces of attraction and repulsion.,"['The', 'force', 'is', 'exerted', 'over', 'a', 'distance', 'and', 'includes', 'forces', 'of', 'attraction', 'and', 'repulsion', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2725,Global warming may also cause food shortages and species extinction.,"['Global', 'warming', 'may', 'also', 'cause', 'food', 'shortages', 'and', 'species', 'extinction', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
12146,"Ironically, he was trying to show that electricity and magnetism are not related.","['Ironically', ',', 'he', 'was', 'trying', 'to', 'show', 'that', 'electricity', 'and', 'magnetism', 'are', 'not', 'related', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']"
5757,Millipedes protect their eggs from predators by using a nest of hard soil.,"['Millipedes', 'protect', 'their', 'eggs', 'from', 'predators', 'by', 'using', 'a', 'nest', 'of', 'hard', 'soil', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16012,"Compared with a less powerful device, a more powerful device can either do more work in the same time or do the same work in less time.","['Compared', 'with', 'a', 'less', 'powerful', 'device', ',', 'a', 'more', 'powerful', 'device', 'can', 'either', 'do', 'more', 'work', 'in', 'the', 'same', 'time', 'or', 'do', 'the', 'same', 'work', 'in', 'less', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
18364,Most contain very little gas and dust because the material has already formed into stars.,"['Most', 'contain', 'very', 'little', 'gas', 'and', 'dust', 'because', 'the', 'material', 'has', 'already', 'formed', 'into', 'stars', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']"
17278,A model that can successfully predict the present is more likely to be accurate when predicting the future.,"['A', 'model', 'that', 'can', 'successfully', 'predict', 'the', 'present', 'is', 'more', 'likely', 'to', 'be', 'accurate', 'when', 'predicting', 'the', 'future', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22393,"Poor eating habits: Eating mostly foods that do not have many nutrients other than fat or carbohydrate leads to high cholesterol levels, obesity, and cardiovascular disease.","['Poor', 'eating', 'habits', ':', 'Eating', 'mostly', 'foods', 'that', 'do', 'not', 'have', 'many', 'nutrients', 'other', 'than', 'fat', 'or', 'carbohydrate', 'leads', 'to', 'high', 'cholesterol', 'levels', ',', 'obesity', ',', 'and', 'cardiovascular', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2585,"Snails die in acid soils, so songbirds do not have as much food to eat.","['Snails', 'die', 'in', 'acid', 'soils', ',', 'so', 'songbirds', 'do', 'not', 'have', 'as', 'much', 'food', 'to', 'eat', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
12628,"People who have had two or more concussions may have life-long difficulties with memory, learning, speech, or balance.","['People', 'who', 'have', 'had', 'two', 'or', 'more', 'concussions', 'may', 'have', 'life', '-', 'long', 'difficulties', 'with', 'memory', ',', 'learning', ',', 'speech', ',', 'or', 'balance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
2416,The exact composition of a cinder cone depends on the composition of the lava ejected from the volcano.,"['The', 'exact', 'composition', 'of', 'a', 'cinder', 'cone', 'depends', 'on', 'the', 'composition', 'of', 'the', 'lava', 'ejected', 'from', 'the', 'volcano', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
3488,The products are water and the salt calcium chloride (CaCl2 ).,"['The', 'products', 'are', 'water', 'and', 'the', 'salt', 'calcium', 'chloride', '(', 'CaCl2', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
10586,Hess could also use seafloor spreading to explain the flat topped guyots.,"['Hess', 'could', 'also', 'use', 'seafloor', 'spreading', 'to', 'explain', 'the', 'flat', 'topped', 'guyots', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
17510,Humidity is the amount of water vapor in the air.,"['Humidity', 'is', 'the', 'amount', 'of', 'water', 'vapor', 'in', 'the', 'air', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
14377,"Compression is most common for fossils of leaves and ferns, but can occur with other organisms.","['Compression', 'is', 'most', 'common', 'for', 'fossils', 'of', 'leaves', 'and', 'ferns', ',', 'but', 'can', 'occur', 'with', 'other', 'organisms', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6084,The most familiar type of oxidation is when iron reacts with oxygen to create rust.,"['The', 'most', 'familiar', 'type', 'of', 'oxidation', 'is', 'when', 'iron', 'reacts', 'with', 'oxygen', 'to', 'create', 'rust', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
22708,This causes more collisions and greater pressure.,"['This', 'causes', 'more', 'collisions', 'and', 'greater', 'pressure', '.']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
18264,The midpiece of the sperm is packed with mitochondria.,"['The', 'midpiece', 'of', 'the', 'sperm', 'is', 'packed', 'with', 'mitochondria', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6302,"Many of these minerals contain the element sulfur, which mixes with air and water to make sulfuric acid, a highly corrosive chemical.","['Many', 'of', 'these', 'minerals', 'contain', 'the', 'element', 'sulfur', ',', 'which', 'mixes', 'with', 'air', 'and', 'water', 'to', 'make', 'sulfuric', 'acid', ',', 'a', 'highly', 'corrosive', 'chemical', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15569,"Harmless ultrasound waves are sent inside the body, and the reflected waves are used to create an image on a screen.","['Harmless', 'ultrasound', 'waves', 'are', 'sent', 'inside', 'the', 'body', ',', 'and', 'the', 'reflected', 'waves', 'are', 'used', 'to', 'create', 'an', 'image', 'on', 'a', 'screen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']"
19686,"The charged particles energize oxygen and nitrogen gas molecules, causing them to light up.","['The', 'charged', 'particles', 'energize', 'oxygen', 'and', 'nitrogen', 'gas', 'molecules', ',', 'causing', 'them', 'to', 'light', 'up', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11371,Then there was an enormous explosion.,"['Then', 'there', 'was', 'an', 'enormous', 'explosion', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'O']"
2776,"By the time the moving air reaches 30 N or S latitude, it has cooled.","['By', 'the', 'time', 'the', 'moving', 'air', 'reaches', '30', 'N', 'or', 'S', 'latitude', ',', 'it', 'has', 'cooled', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
13020,"Lastly, Archaea often live in extreme environments including hot springs, geysers, and salt flats.","['Lastly', ',', 'Archaea', 'often', 'live', 'in', 'extreme', 'environments', 'including', 'hot', 'springs', ',', 'geysers', ',', 'and', 'salt', 'flats', '.']","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19844,The first organisms were made of only one cell.,"['The', 'first', 'organisms', 'were', 'made', 'of', 'only', 'one', 'cell', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
2893,"If a forest contains ozone-sensitive trees, they may die out and be replaced by species that are not as easily harmed.","['If', 'a', 'forest', 'contains', 'ozone', '-', 'sensitive', 'trees', ',', 'they', 'may', 'die', 'out', 'and', 'be', 'replaced', 'by', 'species', 'that', 'are', 'not', 'as', 'easily', 'harmed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20317,"Where Earths internal heat gets close to the surface, geothermal power is a clean source of energy.","['Where', 'Earths', 'internal', 'heat', 'gets', 'close', 'to', 'the', 'surface', ',', 'geothermal', 'power', 'is', 'a', 'clean', 'source', 'of', 'energy', '.']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14169,"Density: mass per volume, typically reported in ""specific gravity,"" which is the density relative to water.","['Density', ':', 'mass', 'per', 'volume', ',', 'typically', 'reported', 'in', '""', 'specific', 'gravity', ',', '""', 'which', 'is', 'the', 'density', 'relative', 'to', 'water', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4159,"Any type of rock - igneous, sedimentary, or metamorphic  can become a metamorphic rock.","['Any', 'type', 'of', 'rock', '-', 'igneous', ',', 'sedimentary', ',', 'or', 'metamorphic', 'can', 'become', 'a', 'metamorphic', 'rock', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26401,There is small flap called the epiglottis that covers your trachea when you eat or drink.,"['There', 'is', 'small', 'flap', 'called', 'the', 'epiglottis', 'that', 'covers', 'your', 'trachea', 'when', 'you', 'eat', 'or', 'drink', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15535,"This causes constructive interference with the sound waves, which increases their amplitude.","['This', 'causes', 'constructive', 'interference', 'with', 'the', 'sound', 'waves', ',', 'which', 'increases', 'their', 'amplitude', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
20825,The epididymis is a tube that is about six meters (20 feet) long in adults.,"['The', 'epididymis', 'is', 'a', 'tube', 'that', 'is', 'about', 'six', 'meters', '(', '20', 'feet', ')', 'long', 'in', 'adults', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1638,All of the populations living together in the same area make up a community.,"['All', 'of', 'the', 'populations', 'living', 'together', 'in', 'the', 'same', 'area', 'make', 'up', 'a', 'community', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
759,"The autumnal equinox happens on September 22 or 23 and the vernal, or spring, equinox happens March 21 or 22 in the Northern Hemisphere.","['The', 'autumnal', 'equinox', 'happens', 'on', 'September', '22', 'or', '23', 'and', 'the', 'vernal', ',', 'or', 'spring', ',', 'equinox', 'happens', 'March', '21', 'or', '22', 'in', 'the', 'Northern', 'Hemisphere', '.']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19769,The dew point varies depending on air temperature and moisture content.,"['The', 'dew', 'point', 'varies', 'depending', 'on', 'air', 'temperature', 'and', 'moisture', 'content', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
8850,A cell wall gives the plant cell strength and protection.,"['A', 'cell', 'wall', 'gives', 'the', 'plant', 'cell', 'strength', 'and', 'protection', '.']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9184,Extremely heavy rains across the Midwestern U.S. in April 2011 led to flooding of the rivers in the Mississippi River basin in May 2011.,"['Extremely', 'heavy', 'rains', 'across', 'the', 'Midwestern', 'U.S.', 'in', 'April', '2011', 'led', 'to', 'flooding', 'of', 'the', 'rivers', 'in', 'the', 'Mississippi', 'River', 'basin', 'in', 'May', '2011', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']"
17900,"Once an antigen and antibody bind together, they signal for a phagocyte to destroy them.","['Once', 'an', 'antigen', 'and', 'antibody', 'bind', 'together', ',', 'they', 'signal', 'for', 'a', 'phagocyte', 'to', 'destroy', 'them', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
15242,Surface currents are created by three things: global wind patterns the rotation of the Earth the shape of the ocean basins Surface currents are extremely important because they distribute heat around the planet and are a major factor influencing climate around the globe.,"['Surface', 'currents', 'are', 'created', 'by', 'three', 'things', ':', 'global', 'wind', 'patterns', 'the', 'rotation', 'of', 'the', 'Earth', 'the', 'shape', 'of', 'the', 'ocean', 'basins', 'Surface', 'currents', 'are', 'extremely', 'important', 'because', 'they', 'distribute', 'heat', 'around', 'the', 'planet', 'and', 'are', 'a', 'major', 'factor', 'influencing', 'climate', 'around', 'the', 'globe', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
